compound_chembl_id,assay_description,standard_type,bao,pchembl_value,target_chembl_id,hgncid,target_name
CHEMBL1698341,PubChem BioAssay. qHTS for Inhibitors of TGF-b: CCL64 Cells Orthogonal Assay for Cherry Picks.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL268490,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Fluorescence Polarization. (Class of assay: confirmatory) [Related pubchem assays: 596 ]",Potency,BAO_0000186,7.1,CHEMBL1293224,MAPT,Microtubule-associated protein tau
CHEMBL1364349,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL1698341,PubChem BioAssay. qHTS for Activators of Integrin-Mediated Alleviation for Muscular Dystrophy. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2146305,CGA,Glycoprotein hormones alpha chain
CHEMBL268490,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Fluorescein Labeled MLL-derived Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.4,CHEMBL2093861,MEN1,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL268490,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1). (Class of assay: confirmatory) [Related pubchem assays: 1030 (qHTS Validation Assay for Inhibitors of aldehyde dehydrogenase 1 (ALDH1A1))],Potency,BAO_0000186,4.4,CHEMBL3577,ALDH1A1,Aldehyde dehydrogenase 1A1
CHEMBL1698341,PubChem BioAssay. qHTS for Inhibitors of TGF-b: Confirmation of Cherry Picks.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL1767418,Agonist activity at human recombinant P2Y6 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate intracellular accumulation by scintillation proximity assay,EC50,BAO_0000188,,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL1698341,"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ",IC50,BAO_0000190,,CHEMBL3885630,ABL1,Ras and Rab interactor 1/Tyrosine-protein kinase ABL1
CHEMBL1364349,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Iota. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588623],Potency,BAO_0000186,,CHEMBL5391,POLI,DNA polymerase iota
CHEMBL1698341,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL1698341,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL268490,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2d6 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL289,CYP2D6,Cytochrome P450 2D6
CHEMBL1698341,"PUBCHEM_BIOASSAY: TRFRET-based biochemical high throughput dose response assay for inhibitors of the interaction of the Ras and Rab interactor 1 protein (Rin1) and the c-abl oncogene 1, non-receptor tyrosine kinase (Abl). (Class of assay: confirmatory) ",IC50,BAO_0000190,,CHEMBL3885630,RIN1,Ras and Rab interactor 1/Tyrosine-protein kinase ABL1
CHEMBL1698341,PubChem BioAssay. HTS for PAX8 inhibitors using PAX8 luciferase reporter gene assay in RMG-I cells Measured in Cell-Based System Using Plate Reader - 7054-01_Inhibitor_Dose_CherryPick_Activity. (Class of assay: confirmatory) ,AC50,BAO_0000186,6.12,CHEMBL2362980,PAX8,Paired box protein Pax-8
CHEMBL1364349,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of BAZ2B. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504391],Potency,BAO_0000186,,CHEMBL1741220,BAZ2B,Bromodomain adjacent to zinc finger domain protein 2B
CHEMBL268490,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL1364349,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL1364349,PUBCHEM_BIOASSAY: qHTS Assay for the Inhibitors of Human Flap endonuclease 1 (FEN1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488813],Potency,BAO_0000186,,CHEMBL5027,FEN1,Flap endonuclease 1
CHEMBL268490,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of GCN5L2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504398],Potency,BAO_0000186,,CHEMBL5501,KAT2A,Histone acetyltransferase GCN5
CHEMBL1698341,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of TGF-b. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588856, AID588860]",Potency,BAO_0000186,,CHEMBL1293258,SMAD3,Mothers against decapentaplegic homolog 3
CHEMBL2024148,Antagonist activity at human adenosine A3 receptor expressed in forskolin-stimulated CHO cells assessed as inhibition of NECA-induced CRE-SPAP gene transcription by measuring intracellular cAMP level after 5 hrs,Kd,BAO_0000034,7.78,CHEMBL256,ADORA3,Adenosine A3 receptor
CHEMBL268490,Agonist activity at human histamine H4 receptor expressed in human SK-N-MC cells by CRE-beta galactosidase reporter gene assay relative to histamine,Intrinsic activity,BAO_0000181,,CHEMBL3759,HRH4,Histamine H4 receptor
CHEMBL1364349,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of JMJD2A-Tudor Domain. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504402],Potency,BAO_0000186,,CHEMBL5896,KDM4A,Lysine-specific demethylase 4A
CHEMBL1364349,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of Lamin A Splicing. (Class of assay: confirmatory) ,Potency,BAO_0000186,6.4,CHEMBL1293235,LMNA,Prelamin-A/C
CHEMBL375953,Agonist activity at human P2Y14 expressed in COS7 cells assessed as stimulation of PLC-mediated [3H]inositol hydrolysis at 100 uM,Activity,BAO_0000375,,CHEMBL4518,P2RY14,Purinergic receptor P2Y14
CHEMBL268490,Agonist activity at human histamine H3 receptor expressed in human SK-N-MC cells by CRE-beta galactosidase reporter gene assay,EC50,BAO_0000188,9.4,CHEMBL264,HRH3,Histamine H3 receptor
CHEMBL1698341,PubChem BioAssay. qHTS of GLP-1 Receptor Inverse Agonists (Inhibition Mode). (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1784,GLP1R,Glucagon-like peptide 1 receptor
CHEMBL1364349,PubChem BioAssay. Inhibitors of USP1/UAF1: Primary Screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1795087,USP1,Ubiquitin carboxyl-terminal hydrolase 1
CHEMBL1395811,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of Lamin A Splicing. (Class of assay: confirmatory) ,Potency,BAO_0000186,5.5,CHEMBL1293235,LMNA,Prelamin-A/C
CHEMBL1364349,PUBCHEM_BIOASSAY: HTS for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488962],Potency,BAO_0000186,,CHEMBL1741193,CBX1,Chromobox protein homolog 1
CHEMBL1698341,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL1698341,PubChem BioAssay. qHTS of Nrf2 Activators. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL1364349,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL1322478,PUBCHEM_BIOASSAY: qHTS Validation Assay for Inhibitors for MPP8 Chromodomain Interactions with Methylated Histone Tails. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1741210,MPHOSPH8,M-phase phosphoprotein 8
CHEMBL1304981,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL607605,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.34,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL1304981,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of vitamin D receptor signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1977,VDR,Vitamin D receptor
CHEMBL1322478,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1). (Class of assay: confirmatory) [Related pubchem assays: 1030 (qHTS Validation Assay for Inhibitors of aldehyde dehydrogenase 1 (ALDH1A1))],Potency,BAO_0000186,4.4,CHEMBL3577,ALDH1A1,Aldehyde dehydrogenase 1A1
CHEMBL1304981,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of peroxisome proliferator-activated receptor delta signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL3979,PPARD,Peroxisome proliferator-activated receptor delta
CHEMBL3142466,Susceptibility to be hydrolysed by a partially purified cAMP phosphodiesterase from rabbit kidney,Hydrolysis,BAO_0000179,,CHEMBL2093863,PDE4B,Phosphodiesterase 4
CHEMBL2035127,Agonist activity at Dectin-1 expressed in human 293T cells assessed as LPS-mediated NF-kappaB activation after 6 hrs by dual luciferase reporter gene assay,Activity,BAO_0000375,,CHEMBL2034810,CLEC7A,C-type lectin domain family 7 member A
CHEMBL1304981,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1741186,RORC,Nuclear receptor ROR-gamma
CHEMBL1161978,Antagonist activity at oxytocin receptor expressed in CHO cells assessed as AVP-induced inositol monophosphate accumulation by IP-one ELISA test,Kinact,BAO_0000179,,CHEMBL2049,OXTR,Oxytocin receptor
CHEMBL2035127,Agonist activity at TLR4 expressed in human 293T cells assessed as LPS-mediated NF-kappaB activation after 6 hrs by dual luciferase reporter gene assay,Activity,BAO_0000375,,CHEMBL5255,TLR4,Toll-like receptor 4
CHEMBL1316683,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL340,CYP3A4,Cytochrome P450 3A4
CHEMBL1767409,Agonist activity at human recombinant P2Y6 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate intracellular accumulation by scintillation proximity assay,EC50,BAO_0000188,,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL225838,Molar potency ratio (MPR) against A2 adenosine receptor of coronary artery,MPR,BAO_0000179,,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL1304981,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of vitamin D receptor signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1977,VDR,Vitamin D receptor
CHEMBL1583424,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL1304981,PubChem BioAssay. qHTS assay to identify small molecules that stimulate interleukin-8 (IL-8) secretion. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2157,CXCL8,Interleukin-8
CHEMBL1583424,PubChem BioAssay. qHTS for Agonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1): primary screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2029197,RAPGEF3,Rap guanine nucleotide exchange factor 3
CHEMBL605469,Coronary arteries vasodilation at the Adenosine A2 receptor in langendorff guinea pig heart preparation,EC50,BAO_0000188,7.88,CHEMBL2094257,ADORA2B,Adenosine A2 receptor
CHEMBL2035129,Agonist activity at TLR4 expressed in human 293T cells assessed as LPS-mediated NF-kappaB activation after 6 hrs by dual luciferase reporter gene assay,Activity,BAO_0000375,,CHEMBL5255,TLR4,Toll-like receptor 4
CHEMBL267225,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of BAZ2B. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504391],Potency,BAO_0000186,,CHEMBL1741220,BAZ2B,Bromodomain adjacent to zinc finger domain protein 2B
CHEMBL2035125,Agonist activity at TLR4 expressed in human 293T cells assessed as LPS-mediated NF-kappaB activation after 6 hrs by dual luciferase reporter gene assay,Activity,BAO_0000375,,CHEMBL5255,TLR4,Toll-like receptor 4
CHEMBL1304981,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of androgen receptor signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1871,AR,Androgen Receptor
CHEMBL593019,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL1329308,"PUBCHEM_BIOASSAY: Counterscreen qHTS for Inhibitors of Tau Fibril Formation, Fluorescence Polarization. This assay monitors tau fibrillation by fluorescence polarization (FP) of Alexa 594-labeled K18 P301L, which does not fibrillize readily but incorporates into growing filaments of unlabeled tau. (Class of assay: confirmatory) [Related pubchem assays: 596 ]",Potency,BAO_0000186,5.45,CHEMBL1293224,MAPT,Microtubule-associated protein tau
CHEMBL509434,Agonist activity at human P2Y4 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate accumulation by scintillation proximity assay,EC50,BAO_0000188,6.15,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL605469,Ratio of EC50 stim-QRS (conduction block) and EC50 for vasodilation of coronary arteries,Ratio,BAO_0000179,,CHEMBL2096679,ADORA1,Adenosine receptors; A1 & A2
CHEMBL593019,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL340,CYP3A4,Cytochrome P450 3A4
CHEMBL1161978,Agonist activity at human oxytocin receptor expressed in CHO cells assessed as accumulation of inositol phosphate up to 1 uM,Activity,BAO_0000375,,CHEMBL2049,OXTR,Oxytocin receptor
CHEMBL2035129,Agonist activity at Dectin-1 expressed in human 293T cells assessed as LPS-mediated NF-kappaB activation after 6 hrs by dual luciferase reporter gene assay,Activity,BAO_0000375,,CHEMBL2034810,CLEC7A,C-type lectin domain family 7 member A
CHEMBL608448,Tested for adenosine A2 receptor agonistic activity by determining coronary vasodilation,EC50,BAO_0000188,8.43,CHEMBL2094257,ADORA2A,Adenosine A2 receptor
CHEMBL1316683,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL1304981,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of peroxisome proliferator-activated receptor delta signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL3979,PPARD,Peroxisome proliferator-activated receptor delta
CHEMBL224733,Agonist activity at androgen receptor expressed in HeLa cells assessed as effect on dihydrotestosterone-induced transcriptional activity by reporter gene assay,FI5,BAO_0000179,,CHEMBL1871,AR,Androgen Receptor
CHEMBL267225,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of GCN5L2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504398],Potency,BAO_0000186,,CHEMBL5501,KAT2A,Histone acetyltransferase GCN5
CHEMBL1767409,Agonist activity at P2Y4 receptor,EC50,BAO_0000188,7.64,CHEMBL2123,P2RY4,Pyrimidinergic receptor P2Y4
CHEMBL1304981,PUBCHEM_BIOASSAY: qHTS assay for small molecule antagonists of peroxisome proliferator-activated receptor gamma signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL235,PPARG,Peroxisome proliferator-activated receptor gamma
CHEMBL509434,Agonist activity at human P2Y6 receptor expressed in human 1321N1 cells assessed as [3H]inositol phosphate accumulation by scintillation proximity assay,EC50,BAO_0000188,5.98,CHEMBL4714,P2RY6,Pyrimidinergic receptor P2Y6
CHEMBL267225,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL1161978,Agonist activity at human vasopressin V1a receptor expressed in CHO cells assessed as accumulation of inositol phosphate up to 1 uM,Activity,BAO_0000375,,CHEMBL1889,AVPR1A,Vasopressin V1a receptor
CHEMBL1316683,PUBCHEM_BIOASSAY: qHTS Screen for Compounds that Selectively Target Cancer Cells with p53 Mutations: Cytotoxicity of p53ts Cells at the Nonpermissive Temperature. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.6,CHEMBL4096,TP53,Cellular tumor antigen p53
CHEMBL593019,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],Potency,BAO_0000186,,CHEMBL6032,EHMT2,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3"
CHEMBL1304981,PUBCHEM_BIOASSAY: qHTS Screen for Compounds that Selectively Target Cancer Cells with p53 Mutations: Cytotoxicity of p53ts Cells at the Nonpermissive Temperature. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.5,CHEMBL4096,TP53,Cellular tumor antigen p53
